DHB,year,sex,cancer,incidence_num,incidence_rate
Wairarapa,2015,AllSex,Melanoma,27,33.6
Waitemata,2015,AllSex,Melanoma,329,40.1
West Coast,2015,AllSex,Melanoma,24,45.9
Whanganui,2015,AllSex,Melanoma,45,42.2
All New Zealand,2015,AllSex,Non-Hodgkin lymphoma,851,12.1
Auckland,2015,AllSex,Non-Hodgkin lymphoma,86,14.4
Bay of Plenty,2015,AllSex,Non-Hodgkin lymphoma,47,11.6
Canterbury,2015,AllSex,Non-Hodgkin lymphoma,93,11.2
Capital & Coast,2015,AllSex,Non-Hodgkin lymphoma,69,16.1
Counties Manukau,2015,AllSex,Non-Hodgkin lymphoma,69,10.5
Hawke's Bay,2015,AllSex,Non-Hodgkin lymphoma,26,9.3
Hutt Valley,2015,AllSex,Non-Hodgkin lymphoma,26,11.5
Lakes,2015,AllSex,Non-Hodgkin lymphoma,22,11.1
MidCentral,2015,AllSex,Non-Hodgkin lymphoma,36,13.6
Nelson Marlborough,2015,AllSex,Non-Hodgkin lymphoma,34,11.5
Northland,2015,AllSex,Non-Hodgkin lymphoma,35,10.6
South Canterbury,2015,AllSex,Non-Hodgkin lymphoma,12,11.9
Southern,2015,AllSex,Non-Hodgkin lymphoma,66,13.1
Tairawhiti,2015,AllSex,Non-Hodgkin lymphoma,5,0
Taranaki,2015,AllSex,Non-Hodgkin lymphoma,18,9.2
Waikato,2015,AllSex,Non-Hodgkin lymphoma,67,11.9
Wairarapa,2015,AllSex,Non-Hodgkin lymphoma,13,12.4
Waitemata,2015,AllSex,Non-Hodgkin lymphoma,100,12.5
West Coast,2015,AllSex,Non-Hodgkin lymphoma,6,9.8
Whanganui,2015,AllSex,Non-Hodgkin lymphoma,18,16
All New Zealand,2015,AllSex,Pancreas,595,7.8
Auckland,2015,AllSex,Pancreas,39,6.3
Bay of Plenty,2015,AllSex,Pancreas,47,10.2
Canterbury,2015,AllSex,Pancreas,55,5.8
Capital & Coast,2015,AllSex,Pancreas,26,6.3
Counties Manukau,2015,AllSex,Pancreas,51,7.7
Hawke's Bay,2015,AllSex,Pancreas,28,9.3
Hutt Valley,2015,AllSex,Pancreas,13,5.4
Lakes,2015,AllSex,Pancreas,11,5.7
MidCentral,2015,AllSex,Pancreas,33,10.1
Nelson Marlborough,2015,AllSex,Pancreas,28,8.7
Northland,2015,AllSex,Pancreas,31,9.2
South Canterbury,2015,AllSex,Pancreas,13,9.5
Southern,2015,AllSex,Pancreas,48,8.1
Tairawhiti,2015,AllSex,Pancreas,7,10
Taranaki,2015,AllSex,Pancreas,20,10
Waikato,2015,AllSex,Pancreas,49,7.4
Wairarapa,2015,AllSex,Pancreas,6,6.6
Waitemata,2015,AllSex,Pancreas,70,7.9
West Coast,2015,AllSex,Pancreas,4,0
Whanganui,2015,AllSex,Pancreas,14,12.1
All New Zealand,2015,AllSex,Prostate,3136,42.6
Auckland,2015,AllSex,Prostate,237,39.3
Bay of Plenty,2015,AllSex,Prostate,170,39.5
Canterbury,2015,AllSex,Prostate,422,50.2
Capital & Coast,2015,AllSex,Prostate,208,49.1
Counties Manukau,2015,AllSex,Prostate,244,36.6
Hawke's Bay,2015,AllSex,Prostate,121,39.8
Hutt Valley,2015,AllSex,Prostate,109,49.2
Lakes,2015,AllSex,Prostate,58,33.1
MidCentral,2015,AllSex,Prostate,111,35.8
Nelson Marlborough,2015,AllSex,Prostate,131,42.4
Northland,2015,AllSex,Prostate,143,42
South Canterbury,2015,AllSex,Prostate,51,40.1
Southern,2015,AllSex,Prostate,266,47.7
Tairawhiti,2015,AllSex,Prostate,51,66.2
Taranaki,2015,AllSex,Prostate,90,45.1
Waikato,2015,AllSex,Prostate,265,41.3
Wairarapa,2015,AllSex,Prostate,45,50.2
Waitemata,2015,AllSex,Prostate,322,37.5
West Coast,2015,AllSex,Prostate,26,39.5
Whanganui,2015,AllSex,Prostate,62,50.5
All New Zealand,2015,AllSex,Uterine,553,8.3
Auckland,2015,AllSex,Uterine,49,8.4
Bay of Plenty,2015,AllSex,Uterine,26,6.6
Canterbury,2015,AllSex,Uterine,55,7
Capital & Coast,2015,AllSex,Uterine,31,8
Counties Manukau,2015,AllSex,Uterine,76,12.5
Hawke's Bay,2015,AllSex,Uterine,25,8.7
Hutt Valley,2015,AllSex,Uterine,15,7.1
Lakes,2015,AllSex,Uterine,10,6.6
MidCentral,2015,AllSex,Uterine,15,5.2
Nelson Marlborough,2015,AllSex,Uterine,20,6.8
Northland,2015,AllSex,Uterine,30,10.5
South Canterbury,2015,AllSex,Uterine,7,7.3
Southern,2015,AllSex,Uterine,30,5.8
Tairawhiti,2015,AllSex,Uterine,7,10
Taranaki,2015,AllSex,Uterine,16,8.3
Waikato,2015,AllSex,Uterine,62,10.4
Wairarapa,2015,AllSex,Uterine,5,0
Waitemata,2015,AllSex,Uterine,59,7.3
West Coast,2015,AllSex,Uterine,7,10.5
Whanganui,2015,AllSex,Uterine,8,7.7
All New Zealand,2016,AllSex,Breast,3335,50.6
Auckland,2016,AllSex,Breast,298,51
Bay of Plenty,2016,AllSex,Breast,163,44.9
Canterbury,2016,AllSex,Breast,359,45.6
Capital & Coast,2016,AllSex,Breast,207,51.6
Counties Manukau,2016,AllSex,Breast,349,54.1
Hawke's Bay,2016,AllSex,Breast,134,53.8
Hutt Valley,2016,AllSex,Breast,105,49.2
Lakes,2016,AllSex,Breast,89,59.1
MidCentral,2016,AllSex,Breast,119,46.6
Nelson Marlborough,2016,AllSex,Breast,124,52
Northland,2016,AllSex,Breast,161,60
South Canterbury,2016,AllSex,Breast,48,49.9
Southern,2016,AllSex,Breast,261,54.5
Tairawhiti,2016,AllSex,Breast,45,66.5
Taranaki,2016,AllSex,Breast,84,46.2
Waikato,2016,AllSex,Breast,303,53.2
Wairarapa,2016,AllSex,Breast,39,49.4
Waitemata,2016,AllSex,Breast,384,48
West Coast,2016,AllSex,Breast,23,37.9
Whanganui,2016,AllSex,Breast,40,34.8
All New Zealand,2016,AllSex,Colorectal,3166,41.2
Auckland,2016,AllSex,Colorectal,223,35.6
Bay of Plenty,2016,AllSex,Colorectal,204,43.2
Canterbury,2016,AllSex,Colorectal,376,41.7
Capital & Coast,2016,AllSex,Colorectal,172,38.9
Counties Manukau,2016,AllSex,Colorectal,272,40
Hawke's Bay,2016,AllSex,Colorectal,161,50
Hutt Valley,2016,AllSex,Colorectal,88,39
Lakes,2016,AllSex,Colorectal,80,43.6
MidCentral,2016,AllSex,Colorectal,123,37.3
Nelson Marlborough,2016,AllSex,Colorectal,111,34.6
Northland,2016,AllSex,Colorectal,138,39.9
South Canterbury,2016,AllSex,Colorectal,61,44.3
Southern,2016,AllSex,Colorectal,261,44.1
Tairawhiti,2016,AllSex,Colorectal,26,34.3
Taranaki,2016,AllSex,Colorectal,104,48.8
Waikato,2016,AllSex,Colorectal,291,44.3
Wairarapa,2016,AllSex,Colorectal,42,43.1
Waitemata,2016,AllSex,Colorectal,342,38.7
West Coast,2016,AllSex,Colorectal,26,39.7
Whanganui,2016,AllSex,Colorectal,61,47
All New Zealand,2016,AllSex,Kidney,566,8
Auckland,2016,AllSex,Kidney,40,6.6
Bay of Plenty,2016,AllSex,Kidney,27,8.3
Canterbury,2016,AllSex,Kidney,54,6.4
Capital & Coast,2016,AllSex,Kidney,26,6.3
Counties Manukau,2016,AllSex,Kidney,70,10.5
Hawke's Bay,2016,AllSex,Kidney,20,6.7
Hutt Valley,2016,AllSex,Kidney,23,11
Lakes,2016,AllSex,Kidney,8,5
MidCentral,2016,AllSex,Kidney,27,9.4
Nelson Marlborough,2016,AllSex,Kidney,22,7.5
Northland,2016,AllSex,Kidney,21,7
South Canterbury,2016,AllSex,Kidney,12,10.9
Southern,2016,AllSex,Kidney,55,9.9
Tairawhiti,2016,AllSex,Kidney,7,9.3
Taranaki,2016,AllSex,Kidney,14,7.4
Waikato,2016,AllSex,Kidney,59,9.8
Wairarapa,2016,AllSex,Kidney,9,11.7
Waitemata,2016,AllSex,Kidney,52,6.5
West Coast,2016,AllSex,Kidney,11,20.2
Whanganui,2016,AllSex,Kidney,9,8.5
All New Zealand,2016,AllSex,Leukaemia,702,10.4
Auckland,2016,AllSex,Leukaemia,60,10.5
Bay of Plenty,2016,AllSex,Leukaemia,33,8.1
Canterbury,2016,AllSex,Leukaemia,99,12.7
Capital & Coast,2016,AllSex,Leukaemia,44,11.2
Counties Manukau,2016,AllSex,Leukaemia,66,10.5
Hawke's Bay,2016,AllSex,Leukaemia,23,7.8
Hutt Valley,2016,AllSex,Leukaemia,16,7.1
Lakes,2016,AllSex,Leukaemia,19,12.9
MidCentral,2016,AllSex,Leukaemia,33,11.9
Nelson Marlborough,2016,AllSex,Leukaemia,18,7.3
Northland,2016,AllSex,Leukaemia,37,13.5
South Canterbury,2016,AllSex,Leukaemia,14,18.2
Southern,2016,AllSex,Leukaemia,41,8.9
Tairawhiti,2016,AllSex,Leukaemia,8,9.8
Taranaki,2016,AllSex,Leukaemia,21,12.1
Waikato,2016,AllSex,Leukaemia,50,8
Wairarapa,2016,AllSex,Leukaemia,5,0
Waitemata,2016,AllSex,Leukaemia,93,11
West Coast,2016,AllSex,Leukaemia,6,11.9
Whanganui,2016,AllSex,Leukaemia,13,11.3
All New Zealand,2016,AllSex,Lung,2309,29.6
Auckland,2016,AllSex,Lung,169,26.7
Bay of Plenty,2016,AllSex,Lung,129,27.9
Canterbury,2016,AllSex,Lung,241,26
Capital & Coast,2016,AllSex,Lung,112,24.6
Counties Manukau,2016,AllSex,Lung,248,36.1
Hawke's Bay,2016,AllSex,Lung,94,29.8
Hutt Valley,2016,AllSex,Lung,72,30.4
Lakes,2016,AllSex,Lung,60,32.4
MidCentral,2016,AllSex,Lung,101,29.9
Nelson Marlborough,2016,AllSex,Lung,87,26.3
Northland,2016,AllSex,Lung,161,45.4
South Canterbury,2016,AllSex,Lung,41,30
Southern,2016,AllSex,Lung,161,27.3
Tairawhiti,2016,AllSex,Lung,30,39.7
Taranaki,2016,AllSex,Lung,72,31.9
Waikato,2016,AllSex,Lung,202,29.9
Wairarapa,2016,AllSex,Lung,23,22.7
Waitemata,2016,AllSex,Lung,231,26.1
West Coast,2016,AllSex,Lung,25,36
Whanganui,2016,AllSex,Lung,42,33.5
All New Zealand,2016,AllSex,Melanoma,2575,36.3
Auckland,2016,AllSex,Melanoma,216,35.7
Bay of Plenty,2016,AllSex,Melanoma,157,38.7
Canterbury,2016,AllSex,Melanoma,305,37
Capital & Coast,2016,AllSex,Melanoma,131,31.2
Counties Manukau,2016,AllSex,Melanoma,203,30.2
Hawke's Bay,2016,AllSex,Melanoma,72,23.6
Hutt Valley,2016,AllSex,Melanoma,76,34.2
Lakes,2016,AllSex,Melanoma,63,37.3
MidCentral,2016,AllSex,Melanoma,108,35.9
Nelson Marlborough,2016,AllSex,Melanoma,111,42.9
Northland,2016,AllSex,Melanoma,120,38.3
South Canterbury,2016,AllSex,Melanoma,37,33.4
Southern,2016,AllSex,Melanoma,181,35.4
Tairawhiti,2016,AllSex,Melanoma,25,35
Taranaki,2016,AllSex,Melanoma,96,53.5
Waikato,2016,AllSex,Melanoma,217,35.3
Wairarapa,2016,AllSex,Melanoma,29,36.7
Waitemata,2016,AllSex,Melanoma,354,42.8
West Coast,2016,AllSex,Melanoma,18,28.1
Whanganui,2016,AllSex,Melanoma,54,45.1
All New Zealand,2016,AllSex,Non-Hodgkin lymphoma,931,13.3
Auckland,2016,AllSex,Non-Hodgkin lymphoma,61,9.9
Bay of Plenty,2016,AllSex,Non-Hodgkin lymphoma,36,8
Canterbury,2016,AllSex,Non-Hodgkin lymphoma,120,14.3
Capital & Coast,2016,AllSex,Non-Hodgkin lymphoma,60,14.5
Counties Manukau,2016,AllSex,Non-Hodgkin lymphoma,92,14.1
Hawke's Bay,2016,AllSex,Non-Hodgkin lymphoma,41,15.3
Hutt Valley,2016,AllSex,Non-Hodgkin lymphoma,40,18.9
Lakes,2016,AllSex,Non-Hodgkin lymphoma,28,17.9
MidCentral,2016,AllSex,Non-Hodgkin lymphoma,40,14.4
Nelson Marlborough,2016,AllSex,Non-Hodgkin lymphoma,35,14.8
Northland,2016,AllSex,Non-Hodgkin lymphoma,44,15.9
South Canterbury,2016,AllSex,Non-Hodgkin lymphoma,13,10.9
Southern,2016,AllSex,Non-Hodgkin lymphoma,64,12.5
Tairawhiti,2016,AllSex,Non-Hodgkin lymphoma,8,11.9
Taranaki,2016,AllSex,Non-Hodgkin lymphoma,22,10.5
Waikato,2016,AllSex,Non-Hodgkin lymphoma,67,11.1
Wairarapa,2016,AllSex,Non-Hodgkin lymphoma,10,15.1
Waitemata,2016,AllSex,Non-Hodgkin lymphoma,125,14.9
West Coast,2016,AllSex,Non-Hodgkin lymphoma,6,8.3
Whanganui,2016,AllSex,Non-Hodgkin lymphoma,16,12.6
All New Zealand,2016,AllSex,Pancreas,597,7.7
Auckland,2016,AllSex,Pancreas,45,7
Bay of Plenty,2016,AllSex,Pancreas,26,5.5
Canterbury,2016,AllSex,Pancreas,58,6.4
Capital & Coast,2016,AllSex,Pancreas,28,5.9
Counties Manukau,2016,AllSex,Pancreas,56,8.2
Hawke's Bay,2016,AllSex,Pancreas,31,9
Hutt Valley,2016,AllSex,Pancreas,20,7.6
Lakes,2016,AllSex,Pancreas,16,9.1
MidCentral,2016,AllSex,Pancreas,38,11.8
Nelson Marlborough,2016,AllSex,Pancreas,30,8.9
Northland,2016,AllSex,Pancreas,36,10.5
South Canterbury,2016,AllSex,Pancreas,5,0
Southern,2016,AllSex,Pancreas,43,7.3
Tairawhiti,2016,AllSex,Pancreas,6,7
Taranaki,2016,AllSex,Pancreas,18,8.7
Waikato,2016,AllSex,Pancreas,47,7.2
Wairarapa,2016,AllSex,Pancreas,6,5.6
Waitemata,2016,AllSex,Pancreas,66,7.4
West Coast,2016,AllSex,Pancreas,6,8.5
Whanganui,2016,AllSex,Pancreas,12,10.3
All New Zealand,2016,AllSex,Prostate,3446,45.3
Auckland,2016,AllSex,Prostate,251,40.4
Bay of Plenty,2016,AllSex,Prostate,171,38.4
Canterbury,2016,AllSex,Prostate,445,50.3
Capital & Coast,2016,AllSex,Prostate,248,57.2
Counties Manukau,2016,AllSex,Prostate,241,35.1
Hawke's Bay,2016,AllSex,Prostate,151,48.5
Hutt Valley,2016,AllSex,Prostate,120,51.3
Lakes,2016,AllSex,Prostate,66,34.9
MidCentral,2016,AllSex,Prostate,148,45.2
Nelson Marlborough,2016,AllSex,Prostate,144,45.1
Northland,2016,AllSex,Prostate,136,38.9
South Canterbury,2016,AllSex,Prostate,62,47.1
Southern,2016,AllSex,Prostate,311,55.6
Tairawhiti,2016,AllSex,Prostate,43,53.5
Taranaki,2016,AllSex,Prostate,84,40.6
Waikato,2016,AllSex,Prostate,297,45.8
Wairarapa,2016,AllSex,Prostate,29,28.2
Waitemata,2016,AllSex,Prostate,400,45.5
West Coast,2016,AllSex,Prostate,21,31.9
Whanganui,2016,AllSex,Prostate,75,60
All New Zealand,2016,AllSex,Uterine,592,8.6
Auckland,2016,AllSex,Uterine,53,9
Bay of Plenty,2016,AllSex,Uterine,29,7
Canterbury,2016,AllSex,Uterine,64,7.6
Capital & Coast,2016,AllSex,Uterine,29,7.2
Counties Manukau,2016,AllSex,Uterine,97,15.3
Hawke's Bay,2016,AllSex,Uterine,22,7.7
Hutt Valley,2016,AllSex,Uterine,14,6.6
Lakes,2016,AllSex,Uterine,16,10
MidCentral,2016,AllSex,Uterine,26,9.7
Nelson Marlborough,2016,AllSex,Uterine,22,7.1
Northland,2016,AllSex,Uterine,21,7.2
South Canterbury,2016,AllSex,Uterine,3,0
Southern,2016,AllSex,Uterine,37,7.1
Tairawhiti,2016,AllSex,Uterine,8,10.3
Taranaki,2016,AllSex,Uterine,19,9.5
Waikato,2016,AllSex,Uterine,48,7.9
Wairarapa,2016,AllSex,Uterine,5,0
Waitemata,2016,AllSex,Uterine,69,8.6
West Coast,2016,AllSex,Uterine,6,8.4
Whanganui,2016,AllSex,Uterine,2,0
All New Zealand,2017,AllSex,Breast,3331,49.3
Auckland,2017,AllSex,Breast,314,52.7
Bay of Plenty,2017,AllSex,Breast,194,51.3
Canterbury,2017,AllSex,Breast,399,51.7
Capital & Coast,2017,AllSex,Breast,218,52.6
Counties Manukau,2017,AllSex,Breast,322,49
Hawke's Bay,2017,AllSex,Breast,156,55
Hutt Valley,2017,AllSex,Breast,89,40.4
Lakes,2017,AllSex,Breast,83,54.1
MidCentral,2017,AllSex,Breast,117,44.3
Nelson Marlborough,2017,AllSex,Breast,108,41.5
Northland,2017,AllSex,Breast,167,58.9
South Canterbury,2017,AllSex,Breast,40,37.3
Southern,2017,AllSex,Breast,229,47.7
Tairawhiti,2017,AllSex,Breast,41,56.6
Taranaki,2017,AllSex,Breast,89,45.7
Waikato,2017,AllSex,Breast,283,48.5
Wairarapa,2017,AllSex,Breast,30,36.7
Waitemata,2017,AllSex,Breast,395,49.1
West Coast,2017,AllSex,Breast,14,26.3
Whanganui,2017,AllSex,Breast,39,34.9
All New Zealand,2017,AllSex,Colorectal,3031,39.2
Auckland,2017,AllSex,Colorectal,208,32.5
Bay of Plenty,2017,AllSex,Colorectal,182,39.5
Canterbury,2017,AllSex,Colorectal,403,43.8
Capital & Coast,2017,AllSex,Colorectal,159,36.1
Counties Manukau,2017,AllSex,Colorectal,232,33.3
Hawke's Bay,2017,AllSex,Colorectal,104,33.9
Hutt Valley,2017,AllSex,Colorectal,81,35.2
Lakes,2017,AllSex,Colorectal,65,34
MidCentral,2017,AllSex,Colorectal,143,43.1
Nelson Marlborough,2017,AllSex,Colorectal,137,42.7
Northland,2017,AllSex,Colorectal,135,39
South Canterbury,2017,AllSex,Colorectal,52,41.5
Southern,2017,AllSex,Colorectal,256,43.5
Tairawhiti,2017,AllSex,Colorectal,29,40
Taranaki,2017,AllSex,Colorectal,87,40
Waikato,2017,AllSex,Colorectal,288,41.7
Wairarapa,2017,AllSex,Colorectal,34,40.9
Waitemata,2017,AllSex,Colorectal,355,40.5
West Coast,2017,AllSex,Colorectal,28,46.8
Whanganui,2017,AllSex,Colorectal,48,39.4
All New Zealand,2017,AllSex,Kidney,582,8
Auckland,2017,AllSex,Kidney,42,6.8
Bay of Plenty,2017,AllSex,Kidney,33,7.7
Canterbury,2017,AllSex,Kidney,71,8.5
Capital & Coast,2017,AllSex,Kidney,34,8.7
Counties Manukau,2017,AllSex,Kidney,41,6.1
Hawke's Bay,2017,AllSex,Kidney,28,10.5
Hutt Valley,2017,AllSex,Kidney,14,6.8
Lakes,2017,AllSex,Kidney,9,4.9
MidCentral,2017,AllSex,Kidney,27,9.7
Nelson Marlborough,2017,AllSex,Kidney,30,9.6
Northland,2017,AllSex,Kidney,27,7.7
South Canterbury,2017,AllSex,Kidney,17,16.2
Southern,2017,AllSex,Kidney,46,7.7
Tairawhiti,2017,AllSex,Kidney,6,8.9
Taranaki,2017,AllSex,Kidney,23,10.6
Waikato,2017,AllSex,Kidney,61,9.9
Wairarapa,2017,AllSex,Kidney,2,0
Waitemata,2017,AllSex,Kidney,53,6
West Coast,2017,AllSex,Kidney,4,0
Whanganui,2017,AllSex,Kidney,13,11.9
All New Zealand,2017,AllSex,Leukaemia,743,10.4
Auckland,2017,AllSex,Leukaemia,51,7.8
Bay of Plenty,2017,AllSex,Leukaemia,38,8.8
Canterbury,2017,AllSex,Leukaemia,84,10.3
Capital & Coast,2017,AllSex,Leukaemia,55,12.3
Counties Manukau,2017,AllSex,Leukaemia,62,9.4
Hawke's Bay,2017,AllSex,Leukaemia,27,12.3
Hutt Valley,2017,AllSex,Leukaemia,26,11.8
Lakes,2017,AllSex,Leukaemia,15,8.6
MidCentral,2017,AllSex,Leukaemia,32,10.6
Nelson Marlborough,2017,AllSex,Leukaemia,20,7.2
Northland,2017,AllSex,Leukaemia,37,11.6
South Canterbury,2017,AllSex,Leukaemia,9,8.7
Southern,2017,AllSex,Leukaemia,46,8.8
Tairawhiti,2017,AllSex,Leukaemia,6,10.5
Taranaki,2017,AllSex,Leukaemia,20,11.2
Waikato,2017,AllSex,Leukaemia,74,11.2
Wairarapa,2017,AllSex,Leukaemia,17,22.1
Waitemata,2017,AllSex,Leukaemia,99,11.7
West Coast,2017,AllSex,Leukaemia,5,0
Whanganui,2017,AllSex,Leukaemia,17,11.5
All New Zealand,2017,AllSex,Lung,2289,28.6
Auckland,2017,AllSex,Lung,158,24.2
Bay of Plenty,2017,AllSex,Lung,152,31.5
Canterbury,2017,AllSex,Lung,250,26.6
Capital & Coast,2017,AllSex,Lung,87,18.4
Counties Manukau,2017,AllSex,Lung,256,36.6
Hawke's Bay,2017,AllSex,Lung,116,36.4
Hutt Valley,2017,AllSex,Lung,71,29.6
Lakes,2017,AllSex,Lung,55,28.9
MidCentral,2017,AllSex,Lung,109,31.8
Nelson Marlborough,2017,AllSex,Lung,79,23.7
Northland,2017,AllSex,Lung,137,37.6
South Canterbury,2017,AllSex,Lung,34,24.7
Southern,2017,AllSex,Lung,142,22.5
Tairawhiti,2017,AllSex,Lung,31,39.9
Taranaki,2017,AllSex,Lung,59,26.2
Waikato,2017,AllSex,Lung,224,31.8
Wairarapa,2017,AllSex,Lung,29,32.5
Waitemata,2017,AllSex,Lung,215,22.9
West Coast,2017,AllSex,Lung,26,39.6
Whanganui,2017,AllSex,Lung,55,41.1
All New Zealand,2017,AllSex,Melanoma,2560,35.1
Auckland,2017,AllSex,Melanoma,211,34.1
Bay of Plenty,2017,AllSex,Melanoma,170,38.7
Canterbury,2017,AllSex,Melanoma,332,39.1
Capital & Coast,2017,AllSex,Melanoma,135,30.9
Counties Manukau,2017,AllSex,Melanoma,174,25
Hawke's Bay,2017,AllSex,Melanoma,67,24
Hutt Valley,2017,AllSex,Melanoma,65,28.8
Lakes,2017,AllSex,Melanoma,53,30.3
MidCentral,2017,AllSex,Melanoma,107,35.9
Nelson Marlborough,2017,AllSex,Melanoma,138,50.1
Northland,2017,AllSex,Melanoma,104,31.3
South Canterbury,2017,AllSex,Melanoma,37,30.3
Southern,2017,AllSex,Melanoma,175,33.5
Tairawhiti,2017,AllSex,Melanoma,27,40.4
Taranaki,2017,AllSex,Melanoma,96,54
Waikato,2017,AllSex,Melanoma,260,41.3
Wairarapa,2017,AllSex,Melanoma,44,52.6
Waitemata,2017,AllSex,Melanoma,301,35.5
West Coast,2017,AllSex,Melanoma,21,44.7
Whanganui,2017,AllSex,Melanoma,42,30.7
All New Zealand,2017,AllSex,Non-Hodgkin lymphoma,916,12.3
Auckland,2017,AllSex,Non-Hodgkin lymphoma,82,13.6
Bay of Plenty,2017,AllSex,Non-Hodgkin lymphoma,60,12.5
Canterbury,2017,AllSex,Non-Hodgkin lymphoma,88,10.6
Capital & Coast,2017,AllSex,Non-Hodgkin lymphoma,56,13.5
Counties Manukau,2017,AllSex,Non-Hodgkin lymphoma,83,11.9
Hawke's Bay,2017,AllSex,Non-Hodgkin lymphoma,34,12.5
Hutt Valley,2017,AllSex,Non-Hodgkin lymphoma,36,16.5
Lakes,2017,AllSex,Non-Hodgkin lymphoma,25,13.9
MidCentral,2017,AllSex,Non-Hodgkin lymphoma,29,9.1
Nelson Marlborough,2017,AllSex,Non-Hodgkin lymphoma,38,14.1
Northland,2017,AllSex,Non-Hodgkin lymphoma,46,13.5
South Canterbury,2017,AllSex,Non-Hodgkin lymphoma,14,9.8
Southern,2017,AllSex,Non-Hodgkin lymphoma,64,10.7
Tairawhiti,2017,AllSex,Non-Hodgkin lymphoma,16,22
Taranaki,2017,AllSex,Non-Hodgkin lymphoma,24,11.2
Waikato,2017,AllSex,Non-Hodgkin lymphoma,83,12.5
Wairarapa,2017,AllSex,Non-Hodgkin lymphoma,10,9.4
Waitemata,2017,AllSex,Non-Hodgkin lymphoma,103,12.2
West Coast,2017,AllSex,Non-Hodgkin lymphoma,7,9.2
Whanganui,2017,AllSex,Non-Hodgkin lymphoma,16,11.7
All New Zealand,2017,AllSex,Pancreas,572,7.2
Auckland,2017,AllSex,Pancreas,56,8.9
Bay of Plenty,2017,AllSex,Pancreas,41,8.3
Canterbury,2017,AllSex,Pancreas,59,6.6
Capital & Coast,2017,AllSex,Pancreas,24,5.6
Counties Manukau,2017,AllSex,Pancreas,50,7.1
Hawke's Bay,2017,AllSex,Pancreas,19,5.4
Hutt Valley,2017,AllSex,Pancreas,17,6.5
Lakes,2017,AllSex,Pancreas,10,5.3
MidCentral,2017,AllSex,Pancreas,25,7.2
Nelson Marlborough,2017,AllSex,Pancreas,23,6.3
Northland,2017,AllSex,Pancreas,19,6.2
South Canterbury,2017,AllSex,Pancreas,12,8.3
Southern,2017,AllSex,Pancreas,42,7.2
Tairawhiti,2017,AllSex,Pancreas,5,0
Taranaki,2017,AllSex,Pancreas,15,6.9
Waikato,2017,AllSex,Pancreas,61,8.6
Wairarapa,2017,AllSex,Pancreas,5,0
Waitemata,2017,AllSex,Pancreas,68,7.2
West Coast,2017,AllSex,Pancreas,10,17.4
Whanganui,2017,AllSex,Pancreas,7,4.4
All New Zealand,2017,AllSex,Prostate,3898,50
Auckland,2017,AllSex,Prostate,290,46
Bay of Plenty,2017,AllSex,Prostate,239,52.5
Canterbury,2017,AllSex,Prostate,470,52.2
Capital & Coast,2017,AllSex,Prostate,236,54.5
Counties Manukau,2017,AllSex,Prostate,287,40.6
Hawke's Bay,2017,AllSex,Prostate,154,47.3
Hutt Valley,2017,AllSex,Prostate,134,57.5
Lakes,2017,AllSex,Prostate,62,33.6
MidCentral,2017,AllSex,Prostate,199,60.3
Nelson Marlborough,2017,AllSex,Prostate,181,56.3
Northland,2017,AllSex,Prostate,176,47.4
South Canterbury,2017,AllSex,Prostate,58,41.3
Southern,2017,AllSex,Prostate,342,58.3
Tairawhiti,2017,AllSex,Prostate,35,44.6
Taranaki,2017,AllSex,Prostate,89,39.4
Waikato,2017,AllSex,Prostate,331,48.6
Wairarapa,2017,AllSex,Prostate,83,86.6
Waitemata,2017,AllSex,Prostate,421,47.2
West Coast,2017,AllSex,Prostate,24,34.8
Whanganui,2017,AllSex,Prostate,82,66.1
All New Zealand,2017,AllSex,Uterine,567,8.1
Auckland,2017,AllSex,Uterine,57,9.4
Bay of Plenty,2017,AllSex,Uterine,30,6.8
Canterbury,2017,AllSex,Uterine,49,6
Capital & Coast,2017,AllSex,Uterine,39,9.6
Counties Manukau,2017,AllSex,Uterine,70,10.6
Hawke's Bay,2017,AllSex,Uterine,22,6.8
Hutt Valley,2017,AllSex,Uterine,16,7.7
Lakes,2017,AllSex,Uterine,7,4.1
MidCentral,2017,AllSex,Uterine,21,7
Nelson Marlborough,2017,AllSex,Uterine,13,4.3
Northland,2017,AllSex,Uterine,29,10
South Canterbury,2017,AllSex,Uterine,8,7.2
Southern,2017,AllSex,Uterine,34,6.7
Tairawhiti,2017,AllSex,Uterine,8,12.2
Taranaki,2017,AllSex,Uterine,13,6.1
Waikato,2017,AllSex,Uterine,58,9.3
Wairarapa,2017,AllSex,Uterine,9,9.7
Waitemata,2017,AllSex,Uterine,72,8.7
West Coast,2017,AllSex,Uterine,2,0
Whanganui,2017,AllSex,Uterine,9,8
All New Zealand,2018,AllSex,Breast,3581,52.3
Auckland,2018,AllSex,Breast,333,55.1
Bay of Plenty,2018,AllSex,Breast,214,55.1
Canterbury,2018,AllSex,Breast,381,47.2
Capital & Coast,2018,AllSex,Breast,225,54.6
Counties Manukau,2018,AllSex,Breast,343,50.5
Hawke's Bay,2018,AllSex,Breast,157,59.8
Hutt Valley,2018,AllSex,Breast,119,55.5
Lakes,2018,AllSex,Breast,100,62.9
MidCentral,2018,AllSex,Breast,135,51.1
Nelson Marlborough,2018,AllSex,Breast,118,44.9
Northland,2018,AllSex,Breast,185,63.6
