DHB,year,sex,cancer,mortality_num,mortality_rate
Wairarapa,2016,AllSex,Prostate,10,9.4
Waitemata,2016,AllSex,Prostate,56,5.4
West Coast,2016,AllSex,Prostate,2,0.0
Whanganui,2016,AllSex,Prostate,11,7.1
All New Zealand,2016,AllSex,Unspecified site,399,4.5
Auckland,2016,AllSex,Unspecified site,27,3.5
Bay of Plenty,2016,AllSex,Unspecified site,22,4.2
Canterbury,2016,AllSex,Unspecified site,41,3.7
Capital & Coast,2016,AllSex,Unspecified site,29,5.2
Counties Manukau,2016,AllSex,Unspecified site,29,4.1
Hawke's Bay,2016,AllSex,Unspecified site,15,4.3
Hutt Valley,2016,AllSex,Unspecified site,15,5.6
Lakes,2016,AllSex,Unspecified site,16,7.2
MidCentral,2016,AllSex,Unspecified site,20,5.8
Nelson Marlborough,2016,AllSex,Unspecified site,15,3.9
Northland,2016,AllSex,Unspecified site,26,6.4
South Canterbury,2016,AllSex,Unspecified site,5,0.0
Southern,2016,AllSex,Unspecified site,34,4.7
Tairawhiti,2016,AllSex,Unspecified site,10,12.3
Taranaki,2016,AllSex,Unspecified site,10,4.5
Waikato,2016,AllSex,Unspecified site,35,4.6
Wairarapa,2016,AllSex,Unspecified site,4,0.0
Waitemata,2016,AllSex,Unspecified site,31,3.3
West Coast,2016,AllSex,Unspecified site,6,7.9
Whanganui,2016,AllSex,Unspecified site,9,6.1
All New Zealand,2017,AllSex,Brain,266,3.8
Auckland,2017,AllSex,Brain,20,3.3
Bay of Plenty,2017,AllSex,Brain,18,4.3
Canterbury,2017,AllSex,Brain,36,4.3
Capital & Coast,2017,AllSex,Brain,17,4.1
Counties Manukau,2017,AllSex,Brain,18,2.9
Hawke's Bay,2017,AllSex,Brain,10,3.8
Hutt Valley,2017,AllSex,Brain,3,0.0
Lakes,2017,AllSex,Brain,8,4.4
MidCentral,2017,AllSex,Brain,12,4.8
Nelson Marlborough,2017,AllSex,Brain,12,3.4
Northland,2017,AllSex,Brain,9,3.0
South Canterbury,2017,AllSex,Brain,6,4.6
Southern,2017,AllSex,Brain,23,5.0
Tairawhiti,2017,AllSex,Brain,2,0.0
Taranaki,2017,AllSex,Brain,3,0.0
Waikato,2017,AllSex,Brain,24,3.5
Wairarapa,2017,AllSex,Brain,7,7.0
Waitemata,2017,AllSex,Brain,35,4.0
West Coast,2017,AllSex,Brain,1,0.0
Whanganui,2017,AllSex,Brain,2,0.0
All New Zealand,2017,AllSex,Breast,676,8.9
Auckland,2017,AllSex,Breast,56,8.4
Bay of Plenty,2017,AllSex,Breast,51,12.2
Canterbury,2017,AllSex,Breast,77,8.6
Capital & Coast,2017,AllSex,Breast,48,10.6
Counties Manukau,2017,AllSex,Breast,64,9.0
Hawke's Bay,2017,AllSex,Breast,28,10.5
Hutt Valley,2017,AllSex,Breast,21,9.5
Lakes,2017,AllSex,Breast,19,10.8
MidCentral,2017,AllSex,Breast,37,13.7
Nelson Marlborough,2017,AllSex,Breast,25,8.4
Northland,2017,AllSex,Breast,34,10.9
South Canterbury,2017,AllSex,Breast,8,7.5
Southern,2017,AllSex,Breast,35,6.1
Tairawhiti,2017,AllSex,Breast,11,14.0
Taranaki,2017,AllSex,Breast,15,6.9
Waikato,2017,AllSex,Breast,52,8.3
Wairarapa,2017,AllSex,Breast,12,14.6
Waitemata,2017,AllSex,Breast,66,7.2
West Coast,2017,AllSex,Breast,8,11.6
Whanganui,2017,AllSex,Breast,9,5.0
All New Zealand,2017,AllSex,Colorectal,1212,14.1
Auckland,2017,AllSex,Colorectal,81,11.6
Bay of Plenty,2017,AllSex,Colorectal,78,15.7
Canterbury,2017,AllSex,Colorectal,156,15.6
Capital & Coast,2017,AllSex,Colorectal,66,13.9
Counties Manukau,2017,AllSex,Colorectal,86,11.5
Hawke's Bay,2017,AllSex,Colorectal,58,16.5
Hutt Valley,2017,AllSex,Colorectal,29,9.6
Lakes,2017,AllSex,Colorectal,22,10.9
MidCentral,2017,AllSex,Colorectal,66,18.4
Nelson Marlborough,2017,AllSex,Colorectal,51,13.1
Northland,2017,AllSex,Colorectal,42,10.5
South Canterbury,2017,AllSex,Colorectal,21,12.3
Southern,2017,AllSex,Colorectal,119,19.5
Tairawhiti,2017,AllSex,Colorectal,12,16.2
Taranaki,2017,AllSex,Colorectal,47,19.2
Waikato,2017,AllSex,Colorectal,105,14.3
Wairarapa,2017,AllSex,Colorectal,15,12.4
Waitemata,2017,AllSex,Colorectal,122,12.4
West Coast,2017,AllSex,Colorectal,17,23.5
Whanganui,2017,AllSex,Colorectal,19,10.7
All New Zealand,2017,AllSex,Leukaemia,311,3.8
Auckland,2017,AllSex,Leukaemia,27,4.1
Bay of Plenty,2017,AllSex,Leukaemia,20,3.6
Canterbury,2017,AllSex,Leukaemia,44,4.4
Capital & Coast,2017,AllSex,Leukaemia,22,4.3
Counties Manukau,2017,AllSex,Leukaemia,27,3.7
Hawke's Bay,2017,AllSex,Leukaemia,9,2.9
Hutt Valley,2017,AllSex,Leukaemia,5,0.0
Lakes,2017,AllSex,Leukaemia,6,3.4
MidCentral,2017,AllSex,Leukaemia,12,3.7
Nelson Marlborough,2017,AllSex,Leukaemia,16,3.7
Northland,2017,AllSex,Leukaemia,12,2.9
South Canterbury,2017,AllSex,Leukaemia,7,4.8
Southern,2017,AllSex,Leukaemia,19,3.2
Tairawhiti,2017,AllSex,Leukaemia,9,12.7
Taranaki,2017,AllSex,Leukaemia,6,1.8
Waikato,2017,AllSex,Leukaemia,26,3.7
Wairarapa,2017,AllSex,Leukaemia,4,0.0
Waitemata,2017,AllSex,Leukaemia,35,4.1
West Coast,2017,AllSex,Leukaemia,2,0.0
Whanganui,2017,AllSex,Leukaemia,3,0.0
All New Zealand,2017,AllSex,Liver,288,3.7
Auckland,2017,AllSex,Liver,29,4.4
Bay of Plenty,2017,AllSex,Liver,18,4.5
Canterbury,2017,AllSex,Liver,38,3.8
Capital & Coast,2017,AllSex,Liver,15,3.3
Counties Manukau,2017,AllSex,Liver,26,3.7
Hawke's Bay,2017,AllSex,Liver,15,4.9
Hutt Valley,2017,AllSex,Liver,5,0.0
Lakes,2017,AllSex,Liver,8,4.4
MidCentral,2017,AllSex,Liver,11,3.3
Nelson Marlborough,2017,AllSex,Liver,7,2.0
Northland,2017,AllSex,Liver,23,7.7
South Canterbury,2017,AllSex,Liver,5,0.0
Southern,2017,AllSex,Liver,12,2.0
Tairawhiti,2017,AllSex,Liver,2,0.0
Taranaki,2017,AllSex,Liver,9,3.8
Waikato,2017,AllSex,Liver,30,4.4
Wairarapa,2017,AllSex,Liver,5,0.0
Waitemata,2017,AllSex,Liver,26,2.9
West Coast,2017,AllSex,Liver,2,0.0
Whanganui,2017,AllSex,Liver,2,0.0
All New Zealand,2017,AllSex,Lung,1776,21.7
Auckland,2017,AllSex,Lung,136,20.7
Bay of Plenty,2017,AllSex,Lung,108,22.5
Canterbury,2017,AllSex,Lung,187,19.7
Capital & Coast,2017,AllSex,Lung,70,15.0
Counties Manukau,2017,AllSex,Lung,168,23.6
Hawke's Bay,2017,AllSex,Lung,86,26.2
Hutt Valley,2017,AllSex,Lung,52,21.6
Lakes,2017,AllSex,Lung,59,29.2
MidCentral,2017,AllSex,Lung,81,22.2
Nelson Marlborough,2017,AllSex,Lung,70,20.3
Northland,2017,AllSex,Lung,108,28.7
South Canterbury,2017,AllSex,Lung,19,14.9
Southern,2017,AllSex,Lung,124,19.6
Tairawhiti,2017,AllSex,Lung,30,39.3
Taranaki,2017,AllSex,Lung,52,20.9
Waikato,2017,AllSex,Lung,186,26.4
Wairarapa,2017,AllSex,Lung,14,15.3
Waitemata,2017,AllSex,Lung,158,16.4
West Coast,2017,AllSex,Lung,20,26.6
Whanganui,2017,AllSex,Lung,48,37.3
All New Zealand,2017,AllSex,Non-Hodgkin lymphoma,344,4.1
Auckland,2017,AllSex,Non-Hodgkin lymphoma,27,4.0
Bay of Plenty,2017,AllSex,Non-Hodgkin lymphoma,26,4.9
Canterbury,2017,AllSex,Non-Hodgkin lymphoma,40,3.9
Capital & Coast,2017,AllSex,Non-Hodgkin lymphoma,27,5.2
Counties Manukau,2017,AllSex,Non-Hodgkin lymphoma,24,3.3
Hawke's Bay,2017,AllSex,Non-Hodgkin lymphoma,9,2.6
Hutt Valley,2017,AllSex,Non-Hodgkin lymphoma,14,5.8
Lakes,2017,AllSex,Non-Hodgkin lymphoma,14,7.3
MidCentral,2017,AllSex,Non-Hodgkin lymphoma,8,2.3
Nelson Marlborough,2017,AllSex,Non-Hodgkin lymphoma,17,4.8
Northland,2017,AllSex,Non-Hodgkin lymphoma,14,4.0
South Canterbury,2017,AllSex,Non-Hodgkin lymphoma,6,4.9
Southern,2017,AllSex,Non-Hodgkin lymphoma,28,4.0
Tairawhiti,2017,AllSex,Non-Hodgkin lymphoma,4,0.0
Taranaki,2017,AllSex,Non-Hodgkin lymphoma,9,4.1
Waikato,2017,AllSex,Non-Hodgkin lymphoma,28,3.9
Wairarapa,2017,AllSex,Non-Hodgkin lymphoma,3,0.0
Waitemata,2017,AllSex,Non-Hodgkin lymphoma,32,3.4
West Coast,2017,AllSex,Non-Hodgkin lymphoma,6,11.4
Whanganui,2017,AllSex,Non-Hodgkin lymphoma,8,5.1
All New Zealand,2017,AllSex,Pancreas,539,6.5
Auckland,2017,AllSex,Pancreas,37,5.6
Bay of Plenty,2017,AllSex,Pancreas,39,7.3
Canterbury,2017,AllSex,Pancreas,63,6.9
Capital & Coast,2017,AllSex,Pancreas,24,5.3
Counties Manukau,2017,AllSex,Pancreas,45,6.3
Hawke's Bay,2017,AllSex,Pancreas,25,7.4
Hutt Valley,2017,AllSex,Pancreas,17,6.2
Lakes,2017,AllSex,Pancreas,12,6.3
MidCentral,2017,AllSex,Pancreas,30,8.2
Nelson Marlborough,2017,AllSex,Pancreas,28,7.6
Northland,2017,AllSex,Pancreas,21,5.8
South Canterbury,2017,AllSex,Pancreas,9,6.0
Southern,2017,AllSex,Pancreas,42,7.2
Tairawhiti,2017,AllSex,Pancreas,6,7.5
Taranaki,2017,AllSex,Pancreas,20,9.9
Waikato,2017,AllSex,Pancreas,50,6.9
Wairarapa,2017,AllSex,Pancreas,7,5.3
Waitemata,2017,AllSex,Pancreas,50,5.2
West Coast,2017,AllSex,Pancreas,6,7.8
Whanganui,2017,AllSex,Pancreas,8,6.1
All New Zealand,2017,AllSex,Prostate,694,7.2
Auckland,2017,AllSex,Prostate,42,5.4
Bay of Plenty,2017,AllSex,Prostate,48,7.8
Canterbury,2017,AllSex,Prostate,88,7.4
Capital & Coast,2017,AllSex,Prostate,60,11.2
Counties Manukau,2017,AllSex,Prostate,42,5.5
Hawke's Bay,2017,AllSex,Prostate,36,9.0
Hutt Valley,2017,AllSex,Prostate,25,9.1
Lakes,2017,AllSex,Prostate,20,9.1
MidCentral,2017,AllSex,Prostate,29,6.8
Nelson Marlborough,2017,AllSex,Prostate,23,5.7
Northland,2017,AllSex,Prostate,36,8.3
South Canterbury,2017,AllSex,Prostate,9,5.6
Southern,2017,AllSex,Prostate,55,7.6
Tairawhiti,2017,AllSex,Prostate,7,6.8
Taranaki,2017,AllSex,Prostate,14,4.2
Waikato,2017,AllSex,Prostate,62,7.3
Wairarapa,2017,AllSex,Prostate,10,7.7
Waitemata,2017,AllSex,Prostate,67,5.9
West Coast,2017,AllSex,Prostate,8,9.9
Whanganui,2017,AllSex,Prostate,13,8.0
All New Zealand,2017,AllSex,Unspecified site,352,3.9
Auckland,2017,AllSex,Unspecified site,32,4.5
Bay of Plenty,2017,AllSex,Unspecified site,30,5.3
Canterbury,2017,AllSex,Unspecified site,29,2.6
Capital & Coast,2017,AllSex,Unspecified site,21,4.2
Counties Manukau,2017,AllSex,Unspecified site,24,3.1
Hawke's Bay,2017,AllSex,Unspecified site,10,2.7
Hutt Valley,2017,AllSex,Unspecified site,11,4.0
Lakes,2017,AllSex,Unspecified site,9,4.6
MidCentral,2017,AllSex,Unspecified site,14,3.8
Nelson Marlborough,2017,AllSex,Unspecified site,13,3.6
Northland,2017,AllSex,Unspecified site,22,5.3
South Canterbury,2017,AllSex,Unspecified site,4,0.0
Southern,2017,AllSex,Unspecified site,37,5.2
Tairawhiti,2017,AllSex,Unspecified site,3,0.0
Taranaki,2017,AllSex,Unspecified site,8,2.9
Waikato,2017,AllSex,Unspecified site,45,5.6
Wairarapa,2017,AllSex,Unspecified site,4,0.0
Waitemata,2017,AllSex,Unspecified site,24,2.3
West Coast,2017,AllSex,Unspecified site,7,8.6
Whanganui,2017,AllSex,Unspecified site,5,0.0
All New Zealand,2018,AllSex,Brain,312,4.4
Auckland,2018,AllSex,Brain,23,3.7
Bay of Plenty,2018,AllSex,Brain,22,5.3
Canterbury,2018,AllSex,Brain,36,4.8
Capital & Coast,2018,AllSex,Brain,22,5.0
Counties Manukau,2018,AllSex,Brain,24,3.6
Hawke's Bay,2018,AllSex,Brain,16,5.4
Hutt Valley,2018,AllSex,Brain,8,3.5
Lakes,2018,AllSex,Brain,4,0.0
MidCentral,2018,AllSex,Brain,16,5.5
Nelson Marlborough,2018,AllSex,Brain,11,3.1
Northland,2018,AllSex,Brain,18,5.9
South Canterbury,2018,AllSex,Brain,5,0.0
Southern,2018,AllSex,Brain,23,5.3
Tairawhiti,2018,AllSex,Brain,4,0.0
Taranaki,2018,AllSex,Brain,3,0.0
Waikato,2018,AllSex,Brain,24,3.7
Wairarapa,2018,AllSex,Brain,3,0.0
Waitemata,2018,AllSex,Brain,33,3.9
West Coast,2018,AllSex,Brain,7,11.8
Whanganui,2018,AllSex,Brain,10,9.0
All New Zealand,2018,AllSex,Breast,688,8.6
Auckland,2018,AllSex,Breast,42,6.3
Bay of Plenty,2018,AllSex,Breast,43,10.0
Canterbury,2018,AllSex,Breast,89,9.9
Capital & Coast,2018,AllSex,Breast,39,7.8
Counties Manukau,2018,AllSex,Breast,55,7.3
Hawke's Bay,2018,AllSex,Breast,23,7.9
Hutt Valley,2018,AllSex,Breast,21,8.2
Lakes,2018,AllSex,Breast,17,9.1
MidCentral,2018,AllSex,Breast,26,7.9
Nelson Marlborough,2018,AllSex,Breast,25,7.4
Northland,2018,AllSex,Breast,41,11.3
South Canterbury,2018,AllSex,Breast,14,14.2
Southern,2018,AllSex,Breast,52,9.3
Tairawhiti,2018,AllSex,Breast,4,0.0
Taranaki,2018,AllSex,Breast,30,11.9
Waikato,2018,AllSex,Breast,72,9.7
Wairarapa,2018,AllSex,Breast,9,9.1
Waitemata,2018,AllSex,Breast,72,7.9
West Coast,2018,AllSex,Breast,3,0.0
Whanganui,2018,AllSex,Breast,11,8.0
All New Zealand,2018,AllSex,Colorectal,1218,13.9
Auckland,2018,AllSex,Colorectal,79,10.9
Bay of Plenty,2018,AllSex,Colorectal,67,12.1
Canterbury,2018,AllSex,Colorectal,157,15.0
Capital & Coast,2018,AllSex,Colorectal,68,13.6
Counties Manukau,2018,AllSex,Colorectal,110,14.5
Hawke's Bay,2018,AllSex,Colorectal,56,16.1
Hutt Valley,2018,AllSex,Colorectal,38,14.3
Lakes,2018,AllSex,Colorectal,31,15.3
MidCentral,2018,AllSex,Colorectal,69,19.9
Nelson Marlborough,2018,AllSex,Colorectal,43,11.8
Northland,2018,AllSex,Colorectal,43,10.1
South Canterbury,2018,AllSex,Colorectal,26,17.9
Southern,2018,AllSex,Colorectal,100,14.5
Tairawhiti,2018,AllSex,Colorectal,7,7.6
Taranaki,2018,AllSex,Colorectal,35,14.0
Waikato,2018,AllSex,Colorectal,124,16.6
Wairarapa,2018,AllSex,Colorectal,21,22.6
Waitemata,2018,AllSex,Colorectal,102,10.0
West Coast,2018,AllSex,Colorectal,16,23.6
Whanganui,2018,AllSex,Colorectal,26,20.9
All New Zealand,2018,AllSex,Leukaemia,357,4.2
Auckland,2018,AllSex,Leukaemia,27,3.8
Bay of Plenty,2018,AllSex,Leukaemia,24,5.1
Canterbury,2018,AllSex,Leukaemia,49,4.8
Capital & Coast,2018,AllSex,Leukaemia,19,3.4
Counties Manukau,2018,AllSex,Leukaemia,25,3.4
Hawke's Bay,2018,AllSex,Leukaemia,18,5.5
Hutt Valley,2018,AllSex,Leukaemia,7,2.5
Lakes,2018,AllSex,Leukaemia,7,3.2
MidCentral,2018,AllSex,Leukaemia,15,5.3
Nelson Marlborough,2018,AllSex,Leukaemia,16,4.1
Northland,2018,AllSex,Leukaemia,15,4.3
South Canterbury,2018,AllSex,Leukaemia,9,5.3
Southern,2018,AllSex,Leukaemia,22,3.5
Taranaki,2018,AllSex,Leukaemia,6,2.4
Waikato,2018,AllSex,Leukaemia,35,4.5
Wairarapa,2018,AllSex,Leukaemia,4,0.0
Waitemata,2018,AllSex,Leukaemia,48,4.9
West Coast,2018,AllSex,Leukaemia,4,0.0
Whanganui,2018,AllSex,Leukaemia,7,5.3
All New Zealand,2018,AllSex,Liver,280,3.4
Auckland,2018,AllSex,Liver,27,4.0
Bay of Plenty,2018,AllSex,Liver,18,4.2
Canterbury,2018,AllSex,Liver,33,3.3
Capital & Coast,2018,AllSex,Liver,15,3.2
Counties Manukau,2018,AllSex,Liver,32,4.3
Hawke's Bay,2018,AllSex,Liver,13,3.9
Hutt Valley,2018,AllSex,Liver,7,2.9
Lakes,2018,AllSex,Liver,7,4.3
MidCentral,2018,AllSex,Liver,7,2.2
Nelson Marlborough,2018,AllSex,Liver,8,2.3
Northland,2018,AllSex,Liver,18,5.1
South Canterbury,2018,AllSex,Liver,2,0.0
Southern,2018,AllSex,Liver,25,4.0
Tairawhiti,2018,AllSex,Liver,4,0.0
Taranaki,2018,AllSex,Liver,2,0.0
Waikato,2018,AllSex,Liver,28,3.7
Wairarapa,2018,AllSex,Liver,1,0.0
Waitemata,2018,AllSex,Liver,27,2.9
West Coast,2018,AllSex,Liver,1,0.0
Whanganui,2018,AllSex,Liver,5,0.0
All New Zealand,2018,AllSex,Lung,1786,21.0
Auckland,2018,AllSex,Lung,99,14.5
Bay of Plenty,2018,AllSex,Lung,116,21.7
Canterbury,2018,AllSex,Lung,185,18.5
Capital & Coast,2018,AllSex,Lung,75,14.7
Counties Manukau,2018,AllSex,Lung,182,24.6
Hawke's Bay,2018,AllSex,Lung,79,23.0
Hutt Valley,2018,AllSex,Lung,55,21.9
Lakes,2018,AllSex,Lung,42,20.3
MidCentral,2018,AllSex,Lung,99,29.3
Nelson Marlborough,2018,AllSex,Lung,68,19.4
Northland,2018,AllSex,Lung,112,28.7
South Canterbury,2018,AllSex,Lung,26,17.6
Southern,2018,AllSex,Lung,116,18.0
Tairawhiti,2018,AllSex,Lung,23,28.1
Taranaki,2018,AllSex,Lung,61,26.3
Waikato,2018,AllSex,Lung,191,25.3
Wairarapa,2018,AllSex,Lung,31,28.3
Waitemata,2018,AllSex,Lung,171,17.2
West Coast,2018,AllSex,Lung,13,20.4
Whanganui,2018,AllSex,Lung,42,28.6
All New Zealand,2018,AllSex,Non-Hodgkin lymphoma,337,3.9
Auckland,2018,AllSex,Non-Hodgkin lymphoma,16,2.4
Bay of Plenty,2018,AllSex,Non-Hodgkin lymphoma,14,2.5
Canterbury,2018,AllSex,Non-Hodgkin lymphoma,42,4.3
Capital & Coast,2018,AllSex,Non-Hodgkin lymphoma,26,5.4
Counties Manukau,2018,AllSex,Non-Hodgkin lymphoma,35,4.5
Hawke's Bay,2018,AllSex,Non-Hodgkin lymphoma,12,3.4
Hutt Valley,2018,AllSex,Non-Hodgkin lymphoma,14,5.0
Lakes,2018,AllSex,Non-Hodgkin lymphoma,8,4.3
MidCentral,2018,AllSex,Non-Hodgkin lymphoma,7,2.3
Nelson Marlborough,2018,AllSex,Non-Hodgkin lymphoma,20,5.1
Northland,2018,AllSex,Non-Hodgkin lymphoma,16,4.0
South Canterbury,2018,AllSex,Non-Hodgkin lymphoma,8,4.7
Southern,2018,AllSex,Non-Hodgkin lymphoma,27,4.5
Tairawhiti,2018,AllSex,Non-Hodgkin lymphoma,1,0.0
Taranaki,2018,AllSex,Non-Hodgkin lymphoma,11,4.4
Waikato,2018,AllSex,Non-Hodgkin lymphoma,34,4.2
Wairarapa,2018,AllSex,Non-Hodgkin lymphoma,7,8.0
Waitemata,2018,AllSex,Non-Hodgkin lymphoma,25,2.2
West Coast,2018,AllSex,Non-Hodgkin lymphoma,3,0.0
Whanganui,2018,AllSex,Non-Hodgkin lymphoma,11,8.9
All New Zealand,2018,AllSex,Pancreas,536,6.3
Auckland,2018,AllSex,Pancreas,48,6.9
Bay of Plenty,2018,AllSex,Pancreas,28,5.4
Canterbury,2018,AllSex,Pancreas,56,5.7
Capital & Coast,2018,AllSex,Pancreas,24,4.5
Counties Manukau,2018,AllSex,Pancreas,41,5.6
Hawke's Bay,2018,AllSex,Pancreas,20,5.7
Hutt Valley,2018,AllSex,Pancreas,25,9.7
Lakes,2018,AllSex,Pancreas,12,5.7
MidCentral,2018,AllSex,Pancreas,20,5.9
Nelson Marlborough,2018,AllSex,Pancreas,15,4.4
Northland,2018,AllSex,Pancreas,33,8.9
South Canterbury,2018,AllSex,Pancreas,7,4.9
Southern,2018,AllSex,Pancreas,41,6.1
Tairawhiti,2018,AllSex,Pancreas,6,6.7
Taranaki,2018,AllSex,Pancreas,18,7.6
Waikato,2018,AllSex,Pancreas,58,7.4
Wairarapa,2018,AllSex,Pancreas,2,0.0
Waitemata,2018,AllSex,Pancreas,69,7.5
West Coast,2018,AllSex,Pancreas,5,0.0
Whanganui,2018,AllSex,Pancreas,8,5.7
All New Zealand,2018,AllSex,Prostate,701,7.0
Auckland,2018,AllSex,Prostate,47,6.2
Bay of Plenty,2018,AllSex,Prostate,41,6.4
Canterbury,2018,AllSex,Prostate,79,6.6
Capital & Coast,2018,AllSex,Prostate,39,6.8
Counties Manukau,2018,AllSex,Prostate,64,8.0
Hawke's Bay,2018,AllSex,Prostate,25,6.1
Hutt Valley,2018,AllSex,Prostate,24,8.2
Lakes,2018,AllSex,Prostate,12,5.1
MidCentral,2018,AllSex,Prostate,35,8.2
Nelson Marlborough,2018,AllSex,Prostate,37,8.2
Northland,2018,AllSex,Prostate,33,7.2
South Canterbury,2018,AllSex,Prostate,11,5.5
Southern,2018,AllSex,Prostate,52,7.0
Tairawhiti,2018,AllSex,Prostate,8,7.4
Taranaki,2018,AllSex,Prostate,25,9.2
Waikato,2018,AllSex,Prostate,63,6.9
Wairarapa,2018,AllSex,Prostate,4,0.0
Waitemata,2018,AllSex,Prostate,80,6.7
West Coast,2018,AllSex,Prostate,5,0.0
Whanganui,2018,AllSex,Prostate,17,10.9
All New Zealand,2018,AllSex,Unspecified site,343,3.6
Auckland,2018,AllSex,Unspecified site,20,2.8
Bay of Plenty,2018,AllSex,Unspecified site,20,3.4
Canterbury,2018,AllSex,Unspecified site,34,2.8
Capital & Coast,2018,AllSex,Unspecified site,13,2.4
Counties Manukau,2018,AllSex,Unspecified site,28,3.5
Hawke's Bay,2018,AllSex,Unspecified site,17,4.2
Hutt Valley,2018,AllSex,Unspecified site,13,5.0
Lakes,2018,AllSex,Unspecified site,9,4.4
MidCentral,2018,AllSex,Unspecified site,22,5.2
Nelson Marlborough,2018,AllSex,Unspecified site,19,4.6
Northland,2018,AllSex,Unspecified site,22,6.1
South Canterbury,2018,AllSex,Unspecified site,5,0.0
Southern,2018,AllSex,Unspecified site,26,3.5
Tairawhiti,2018,AllSex,Unspecified site,1,0.0
Taranaki,2018,AllSex,Unspecified site,11,5.0
Waikato,2018,AllSex,Unspecified site,39,4.8
Wairarapa,2018,AllSex,Unspecified site,10,7.0
Waitemata,2018,AllSex,Unspecified site,25,2.2
West Coast,2018,AllSex,Unspecified site,1,0.0
Whanganui,2018,AllSex,Unspecified site,8,5.2
All New Zealand,2019,AllSex,Brain,271,3.8
Auckland,2019,AllSex,Brain,14,2.2
Bay of Plenty,2019,AllSex,Brain,16,3.8
Canterbury,2019,AllSex,Brain,36,4.2
Capital & Coast,2019,AllSex,Brain,9,2.1
Counties Manukau,2019,AllSex,Brain,27,4.0
Hawke's Bay,2019,AllSex,Brain,13,4.6
Hutt Valley,2019,AllSex,Brain,8,3.9
Lakes,2019,AllSex,Brain,3,0.0
MidCentral,2019,AllSex,Brain,11,4.8
Nelson Marlborough,2019,AllSex,Brain,10,3.4
Northland,2019,AllSex,Brain,14,4.2
South Canterbury,2019,AllSex,Brain,6,4.1
Southern,2019,AllSex,Brain,23,4.3
Tairawhiti,2019,AllSex,Brain,3,0.0
Taranaki,2019,AllSex,Brain,8,5.0
Waikato,2019,AllSex,Brain,27,4.7
Wairarapa,2019,AllSex,Brain,7,6.3
Waitemata,2019,AllSex,Brain,32,3.5
Whanganui,2019,AllSex,Brain,4,0.0
All New Zealand,2019,AllSex,Breast,697,8.8
Auckland,2019,AllSex,Breast,51,7.8
Bay of Plenty,2019,AllSex,Breast,34,8.4
Canterbury,2019,AllSex,Breast,79,8.8
Capital & Coast,2019,AllSex,Breast,42,8.8
Counties Manukau,2019,AllSex,Breast,63,8.4
Hawke's Bay,2019,AllSex,Breast,31,10.9
Hutt Valley,2019,AllSex,Breast,26,9.6
Lakes,2019,AllSex,Breast,19,9.9
MidCentral,2019,AllSex,Breast,29,9.7
Nelson Marlborough,2019,AllSex,Breast,20,7.5
Northland,2019,AllSex,Breast,42,11.9
South Canterbury,2019,AllSex,Breast,10,8.1
Southern,2019,AllSex,Breast,47,8.3
Tairawhiti,2019,AllSex,Breast,8,8.5
Taranaki,2019,AllSex,Breast,21,8.4
Waikato,2019,AllSex,Breast,66,9.2
Wairarapa,2019,AllSex,Breast,7,7.8
Waitemata,2019,AllSex,Breast,81,9.1
West Coast,2019,AllSex,Breast,6,7.2
Whanganui,2019,AllSex,Breast,15,10.5
All New Zealand,2019,AllSex,Colorectal,1211,13.3
Auckland,2019,AllSex,Colorectal,68,9.0
Bay of Plenty,2019,AllSex,Colorectal,72,11.9
Canterbury,2019,AllSex,Colorectal,145,13.4
Capital & Coast,2019,AllSex,Colorectal,76,14.2
Counties Manukau,2019,AllSex,Colorectal,101,13.1
Hawke's Bay,2019,AllSex,Colorectal,51,13.4
Hutt Valley,2019,AllSex,Colorectal,30,11.3
Lakes,2019,AllSex,Colorectal,33,15.4
MidCentral,2019,AllSex,Colorectal,65,16.8
Nelson Marlborough,2019,AllSex,Colorectal,51,13.0
Northland,2019,AllSex,Colorectal,66,16.6
South Canterbury,2019,AllSex,Colorectal,25,17.6
Southern,2019,AllSex,Colorectal,102,16.0
Tairawhiti,2019,AllSex,Colorectal,16,17.8
Taranaki,2019,AllSex,Colorectal,42,16.3
Waikato,2019,AllSex,Colorectal,112,13.9
Wairarapa,2019,AllSex,Colorectal,22,18.4
Waitemata,2019,AllSex,Colorectal,96,9.0
West Coast,2019,AllSex,Colorectal,13,18.3
Whanganui,2019,AllSex,Colorectal,25,17.5
All New Zealand,2019,AllSex,Leukaemia,337,3.9
Auckland,2019,AllSex,Leukaemia,21,3.1
Bay of Plenty,2019,AllSex,Leukaemia,25,4.3
Canterbury,2019,AllSex,Leukaemia,37,3.7
Capital & Coast,2019,AllSex,Leukaemia,21,4.5
Counties Manukau,2019,AllSex,Leukaemia,19,2.5
Hawke's Bay,2019,AllSex,Leukaemia,17,5.3
Hutt Valley,2019,AllSex,Leukaemia,12,4.3
Lakes,2019,AllSex,Leukaemia,14,6.0
MidCentral,2019,AllSex,Leukaemia,16,4.0
Nelson Marlborough,2019,AllSex,Leukaemia,10,2.9
Northland,2019,AllSex,Leukaemia,21,5.3
South Canterbury,2019,AllSex,Leukaemia,3,0.0
Southern,2019,AllSex,Leukaemia,28,4.2
Tairawhiti,2019,AllSex,Leukaemia,1,0.0
Taranaki,2019,AllSex,Leukaemia,8,3.1
Waikato,2019,AllSex,Leukaemia,34,4.3
